"id" "time" "group" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "28" "29" "30" "31" "32" "33" "34" "35" "36" "37" "38" "39" "40" "41" "42" "43" "44" "45" "46" "47" "48" "49" "50" "51" "52" "53" "54" "55" "56" "57" "58" "59" "60" "61" "62" "63" "64" "65" "66" "67" "68" "69" "70" "71" "72" "73" "74" "75" "76" "77" "78" "79" "80" "81" "82" "83" "84" "85" "86" "87" "88" "89" "90" "91" "92" "93" "94" "95" "96" "97" "98" "99" "100"
"64" 16 0.6 1 3 7 11 21 4 51 7 11 7 3 1 0 0 9 8 90 47 47 91 10 70 11 8 0 1 91 20 15 579 1 117 32 5 3 8 0 18 45 29 1 18 1 37 21 99 19 37 46 11 16 9 1 22 78 7 17 0 9 2 9 4 32 163 16 1 14 19 37 0 2 13 1 23 9 2 2 32 7 92 0 0 397 215 57 9 1 47 0 39 12 0 21 1 7 8 18 1 6 63 16
"65" 17 0 1 1 10 29 16 29 14 1 5 13 1 21 1 5 2 46 14 5 45 165 7 35 6 15 1 0 37 18 38 126 1 6 29 1 0 10 7 19 4 1 0 2 0 3 7 20 0 0 4 1 20 3 11 6 196 1 9 0 3 2 61 2 33 133 43 2 11 44 7 2 11 9 2 23 1 1 1 0 3 66 8 13 70 1 23 8 1 2 14 32 5 5 121 13 28 13 1 3 10 29 18
"66" 17 0.2 1 1 24 44 21 28 50 7 35 22 0 20 3 3 3 61 25 1 31 369 2 16 7 25 3 0 31 50 9 161 2 5 33 3 4 13 6 24 5 2 0 4 2 7 2 89 4 2 3 5 22 2 3 8 54 0 5 0 6 0 60 6 25 54 39 2 6 43 6 2 5 7 1 17 8 1 8 0 1 58 4 19 102 1 23 8 5 9 10 52 3 2 47 8 12 8 3 3 14 63 25
"67" 17 0.4 1 0 29 29 25 29 15 3 21 16 3 64 5 1 11 44 30 6 34 236 17 29 2 12 1 0 11 66 36 150 1 2 15 4 0 12 26 32 10 8 2 4 2 4 5 84 4 1 6 2 20 5 2 7 109 0 3 1 4 0 63 2 40 93 59 3 14 21 6 2 9 16 2 30 0 0 4 21 9 92 3 37 38 4 51 9 3 9 16 62 3 3 89 12 37 3 2 2 24 114 61
"68" 17 0.6 1 1 21 46 125 9 21 5 11 18 1 49 0 5 12 90 20 5 20 321 11 49 12 32 4 0 43 14 28 252 4 4 66 4 5 16 8 28 8 7 0 2 0 4 4 257 2 1 0 2 9 9 4 5 87 3 4 0 3 0 63 4 17 120 64 1 2 83 4 6 9 6 7 25 4 2 2 10 4 107 1 23 111 5 40 2 5 4 18 45 4 12 103 10 19 0 0 4 16 118 59
"69" 18 0 1 0 19 4 132 16 33 5 9 2 2 10 0 2 5 55 71 0 12 16 11 27 49 11 12 2 57 13 26 14 3 0 125 1 7 1 3 6 0 0 49 0 2 13 1 60 0 2 31 4 19 0 2 16 37 6 13 2 3 3 45 0 23 24 7 6 5 5 30 0 6 1 37 4 2 0 21 6 3 121 1 8 19 60 34 3 3 2 5 5 2 4 12 0 15 6 25 5 3 24 17
"70" 18 0.2 1 0 16 17 88 16 62 1 6 3 3 16 1 2 8 52 117 2 31 34 8 65 94 13 8 4 142 49 8 23 5 6 120 0 8 1 9 6 2 0 40 1 2 27 0 103 0 2 48 14 14 1 3 31 75 6 15 3 2 9 26 7 15 14 23 4 6 1 34 0 8 2 12 5 3 3 26 14 3 245 3 8 48 56 47 4 19 5 14 2 2 5 12 1 24 5 9 16 2 26 32
"71" 18 0.4 1 1 16 27 136 75 42 2 5 7 2 64 0 2 2 31 46 3 10 30 23 19 96 3 9 0 133 24 31 41 1 5 215 0 10 1 3 8 3 1 23 2 22 10 4 119 2 3 32 31 28 12 7 12 135 6 20 5 8 5 35 3 8 34 17 2 18 5 19 0 11 0 21 11 1 2 11 12 5 453 1 3 29 274 34 3 4 2 2 4 1 0 7 0 11 8 27 14 7 22 14
"72" 18 0.6 1 0 19 40 180 23 52 3 6 3 7 46 1 1 1 116 55 2 2 75 20 24 118 8 20 0 82 18 39 36 4 4 264 2 14 0 0 19 2 1 27 4 4 22 5 165 1 3 25 6 31 3 9 54 71 16 28 8 3 19 49 9 39 50 73 1 26 2 39 1 6 2 24 9 12 0 21 6 1 373 3 10 110 103 21 27 12 26 9 2 2 6 6 1 21 9 27 10 2 38 14
"73" 19 0 1 0 2 7 11 2 9 22 44 7 0 54 4 4 2 23 14 21 65 99 6 62 0 3 3 5 46 94 20 40 10 3 24 5 7 9 0 5 6 4 5 3 1 40 0 51 4 7 80 3 0 6 0 6 2 1 16 1 5 7 4 4 20 14 7 0 17 5 11 0 15 9 15 17 2 0 8 3 3 75 4 10 56 57 67 3 2 58 11 31 6 7 19 0 25 1 69 3 3 359 12
"74" 19 0.2 1 1 24 23 29 2 10 31 15 27 2 196 4 5 0 28 36 12 109 197 3 101 1 5 7 2 108 58 30 184 2 4 4 1 5 19 0 7 7 0 2 5 8 17 0 103 0 5 152 5 2 1 0 4 1 1 21 1 2 4 8 4 36 4 7 1 20 10 13 0 16 14 49 14 0 2 2 7 4 154 5 5 96 43 33 1 12 96 20 50 3 2 31 0 25 3 53 3 1 99 10
"75" 19 0.4 1 0 5 26 38 1 30 23 56 20 0 77 6 1 4 29 56 20 82 163 14 129 0 2 3 2 278 39 45 190 18 8 11 1 3 61 0 1 9 2 0 5 6 19 1 39 0 10 138 2 4 4 9 17 2 1 13 1 9 4 28 0 31 7 9 1 74 13 23 1 13 14 32 22 1 3 1 15 1 405 2 9 106 34 6 0 2 77 22 39 9 0 33 0 19 0 40 0 0 122 19
"76" 19 0.6 1 0 7 28 24 1 36 53 20 64 1 50 3 6 3 112 45 14 137 116 1 96 0 2 6 5 103 32 18 253 12 6 6 1 5 33 1 0 12 3 8 6 2 41 2 187 1 7 74 6 1 5 1 16 3 3 11 2 5 2 3 5 49 6 6 0 13 2 14 2 19 9 18 7 2 5 6 10 0 115 4 29 156 30 51 2 6 59 32 13 3 3 35 1 50 2 90 1 4 177 6
"77" 20 0 1 2 6 37 8 23 164 18 0 11 4 33 3 2 3 17 6 21 26 75 1 15 21 3 2 2 23 43 17 193 0 1 4 5 6 0 4 13 0 0 0 11 0 5 0 12 1 0 12 0 15 10 0 302 11 1 3 0 0 6 32 34 7 99 4 9 24 12 21 0 4 0 1 10 0 1 16 40 1 12 2 15 28 61 57 10 20 6 0 24 2 20 17 2 1 3 7 27 44 69 2
"78" 20 0.2 1 0 6 49 15 31 240 7 3 11 10 16 1 3 11 31 12 2 39 45 2 11 16 3 2 1 21 42 17 58 1 0 7 1 6 1 7 5 0 9 0 10 1 1 9 12 1 2 4 0 24 2 5 189 15 0 1 8 0 10 27 13 28 26 9 7 16 29 24 0 1 0 6 15 2 0 5 50 7 62 2 7 20 87 28 1 14 19 2 15 1 11 9 3 0 3 14 85 12 46 3
"79" 20 0.4 1 0 4 25 6 19 414 14 3 2 2 43 1 3 3 44 13 20 44 49 4 12 16 0 0 1 47 36 16 91 0 0 6 4 7 1 10 10 0 3 0 7 0 2 4 23 1 1 20 1 35 6 3 214 13 1 1 7 1 1 38 26 5 38 18 8 28 19 63 0 3 0 1 3 0 1 24 34 10 37 0 16 16 127 15 16 4 16 2 10 3 25 23 2 3 2 11 36 26 130 2
"80" 20 0.6 1 1 2 63 19 19 119 20 2 35 12 85 11 0 5 22 16 8 18 151 0 7 17 2 3 3 32 44 20 137 0 0 4 12 6 0 1 24 0 5 1 7 2 3 7 13 2 1 9 0 51 16 4 183 19 2 3 8 1 6 202 13 9 45 21 4 9 14 67 0 2 0 5 5 6 0 33 29 0 79 4 19 31 73 124 19 5 2 6 8 3 95 33 5 1 6 11 48 10 73 6
